text,intent
goluri Florinel Coman 2026-2027,player_goals
cat e gapul de puncte pentru Borussia Dortmund in Prmier League 2023-2024,points_gap_to_leader
cat e gapul de puncte pentru Bayern Munchen in Prmier League 2026-2027,points_gap_to_leader
Borussia Dortmund cate puncte fata de lider in bundesliga 2026-2027,points_gap_to_leader
porneste muzica,other
spune-mi o gluma,other
diferenta de puncte Juventus lider premier league 2021-2022,points_gap_to_leader
creeaza un reminder maine,other
diferenta de puncte rsenal lider bundesliga 2020-2021,points_gap_to_leader
puncte pana la lider pentru bayern munchen in Serie A 2016-2017,points_gap_to_leader
cum gatesc paste,other
goluri rodrygo in ultimele 3 meciuri,player_goals
cate goluri are octavian popescu,player_goals
mrio camora cate goluri are in Bundesliga 2018-2019,player_goals
porneste muzica,other
puncte pana la lider pentru real madrid in La Liga 2020-2021,points_gap_to_leader
spune-mi o gluma,other
puncte pana la lider pentru liverpool in Serie A 2020-2021,points_gap_to_leader
ce ora este,other
arata-mi programul de azi,other
Drius Olaru cate goluri are in La Liga 2017-2018,player_goals
cate goluri are Erling Haaland,player_goals
f-mi un ceai,other
goluri Phl Foden 2025-2026,player_goals
cate puncte sunt intre Arsenal si lider in Serie A 2021-2022,points_gap_to_leader
cate goluri are rafael leao,player_goals
goluri marcate de jude bellingham in premier league 2022-2023,player_goals
cate goluri a marcat Florinel Coman in EFA Champions League 2021-2022,player_goals
puncte pana la lider pentru dinamo bucuresti in Liga 1 2018-2019,points_gap_to_leader
arata-mi programul de azi,other
byern munchen cate puncte fata de lider in UEFA Champions League 2016-2017,points_gap_to_leader
Antoine Griezmann cate goluri are in Bundesliga 2016-2017,player_goals
cate puncte sunt intre Manchester City si lider in Premier League 2026-2027,points_gap_to_leader
goluri lionel messi 2017-2018,player_goals
cate puncte sunt intre Farul Constanta si lider in Liga 1 2023-2024,points_gap_to_leader
fa-mi un ceai,other
fa-mi un ceai,other
Farul Constanta cate puncte fata de lider in Bundesliga 2019-2020,points_gap_to_leader
cati km are maratonul,other
creeaza un reminder maine,other
goluri bukayo saka in ultimele 3 meciuri,player_goals
cate puncte sunt intre Liverpool si lider in La Liga 2024-2025,points_gap_to_leader
cate puncte sunt intre Sepsi OSK si lider in Liga 1 2022-2023,points_gap_to_leader
goluri Ianis Hagi in ultimele 3 meciuri,player_goals
puncte pana la lider pentru Rapid Bucuresti in UEFA Champions League 2022-2023,points_gap_to_leader
cate puncte sunt intre Bayern Munchen si lider in Bundesliga 2016-2017,points_gap_to_leader
goluri Darius Olaru 2017-2018,player_goals
cate goluri a marcat bukayo saka in Ligue 1 2017-2018,player_goals
goluri toni kroos in ultimele 3 meciuri,player_goals
goluri Andrei Ivan 2020-2021,player_goals
cate goluri are radu dragusin in 2016-2017,player_goals
pretul la btc,other
f-mi un ceai,other
goluri octavian popescu in ultimele 3 meciuri,player_goals
cate goluri are Mohamed Salah,player_goals
care e vremea azi,other
goluri Nicolae Stanciu in ultimele 3 meciuri,player_goals
Cristiano Ronaldo cate goluri are in bundesliga 2024-2025,player_goals
Lonel Messi cate goluri are in Ligue 1 2019-2020,player_goals
deschide youtube,other
pretul la btc,other
prtul la btc,other
Bayern Munchen cate puncte fata de lider in liga 1 2020-2021,points_gap_to_leader
cate goluri are Tni Kroos in 2021-2022,player_goals
diferenta de puncte Real Madrid lider uefa champions league 2022-2023,points_gap_to_leader
cate puncte sunt intre manchester city si lider in La Liga 2019-2020,points_gap_to_leader
care e vremea azi,other
diferenta de puncte Inter Milano lider Liga 1 2025-2026,points_gap_to_leader
cate goluri a marcat Octavian Popescu in UEFA Champions League 2020-2021,player_goals
goluri Lonel Messi in ultimele 3 meciuri,player_goals
rata-mi programul de azi,other
diferenta de puncte manchester city lider Premier League 2017-2018,points_gap_to_leader
cti km are maratonul,other
cate goluri a marcat Rdu Dragusin in Bundesliga 2026-2027,player_goals
goluri florian wirtz in ultimele 10 meciuri,player_goals
goluri marcate de florian wirtz in uefa champions league 2022-2023,player_goals
u cluj cate puncte fata de lider in Liga 1 2020-2021,points_gap_to_leader
cate puncte sunt intre Farul Constanta si lider in Liga 1 2026-2027,points_gap_to_leader
cat e gapul de puncte pentru Bayern Munchen in Serie A 2025-2026,points_gap_to_leader
cate goluri are kylian mbappe,player_goals
goluri marcate de Robert Lewandowski in prmier league 2025-2026,player_goals
cate goluri a marcat cristiano ronaldo in UEFA Champions League 2016-2017,player_goals
arata-mi programul de azi,other
ce ora este,other
diferenta de puncte farul constanta lider Prmier League 2017-2018,points_gap_to_leader
goluri Rodrygo in ultimele 3 meciuri,player_goals
cate goluri are Vinicius Junior in 2016-2017,player_goals
diferenta de puncte UTA Arad lider serie a 2025-2026,points_gap_to_leader
diferenta de puncte sepsi osk lider prmier league 2018-2019,points_gap_to_leader
cate goluri a marcat Rodrygo in Liga 1 2021-2022,player_goals
puncte pana la lider pentru farul constanta in UEFA Champions League 2019-2020,points_gap_to_leader
cate goluri a marcat neymar in Srie A 2019-2020,player_goals
cate goluri are Darius Olaru,player_goals
puncte pana la lider pentru manchester city in premier league 2019-2020,points_gap_to_leader
spune-mi o gluma,other
prtul la btc,other
cate goluri are florinel coman,player_goals
cate goluri a marcat rodrygo in uefa champions league 2018-2019,player_goals
rata-mi programul de azi,other
cate goluri are Kylian Mbappe,player_goals
cate puncte sunt intre Sepsi OSK si lider in UEFA Champions League 2019-2020,points_gap_to_leader
arata-mi programul de azi,other
cate goluri are bukayo saka,player_goals
cate goluri are karim benzema,player_goals
Borussia Dortmund cate puncte fata de lider in Serie A 2025-2026,points_gap_to_leader
cate goluri a marcat harry kane in premier league 2017-2018,player_goals
fa-mi un ceai,other
diferenta de puncte Sepsi OSK lider Premier League 2024-2025,points_gap_to_leader
goluri ianis hagi 2017-2018,player_goals
Radu Dragusin cate goluri are in Premier League 2020-2021,player_goals
cate puncte sunt intre u cluj si lider in liga 1 2020-2021,points_gap_to_leader
goluri marcate de Ianis Hagi in Bundesliga 2023-2024,player_goals
Universitatea Craiova cate puncte fata de lider in lga 1 2026-2027,points_gap_to_leader
cate goluri are vinicius junior in 2021-2022,player_goals
diferenta de puncte Inter Milano lider Premier League 2026-2027,points_gap_to_leader
cat e gapul de puncte pentru Manchester City in Premier League 2021-2022,points_gap_to_leader
farul constanta cate puncte fata de lider in Prmier League 2025-2026,points_gap_to_leader
goluri Mario Camora 2026-2027,player_goals
goluri toni kroos 2017-2018,player_goals
Jude Bellingham cate goluri are in Liga 1 2018-2019,player_goals
cate puncte sunt intre U Cluj si lider in Liga 1 2021-2022,points_gap_to_leader
diferenta de puncte Inter Milano lider UEFA Champions League 2020-2021,points_gap_to_leader
puncte pana la lider pentru Real Madrid in Serie A 2022-2023,points_gap_to_leader
puncte pana la lider pentru Liverpool in Serie A 2026-2027,points_gap_to_leader
fcsb cate puncte fata de lider in Ligue 1 2018-2019,points_gap_to_leader
goluri neymar 2020-2021,player_goals
cat e gapul de puncte pentru Universitatea Craiova in UEFA Champions League 2025-2026,points_gap_to_leader
goluri marcate de Cristiano Ronaldo in Bundesliga 2019-2020,player_goals
cum gatesc paste,other
cate puncte sunt intre petrolul ploiesti si lider in bundesliga 2025-2026,points_gap_to_leader
cate goluri a marcat Radu Dragusin in Liga 1 2019-2020,player_goals
diferenta de puncte mnchester city lider Ligue 1 2019-2020,points_gap_to_leader
goluri marcate de Rafael Leao in La Liga 2019-2020,player_goals
porneste muzica,other
diferenta de puncte Rapid Bucuresti lider Ligue 1 2026-2027,points_gap_to_leader
Karim Benzema cate goluri are in Premier League 2024-2025,player_goals
Spsi OSK cate puncte fata de lider in l liga 2017-2018,points_gap_to_leader
puncte pana la lider pentru Bayern Munchen in Serie A 2018-2019,points_gap_to_leader
goluri marcate de andrei ivan in Lgue 1 2016-2017,player_goals
fa-mi un ceai,other
deschide youtube,other
cate puncte sunt intre Arsenal si lider in bundesliga 2023-2024,points_gap_to_leader
cate goluri are Nicolae Stanciu,player_goals
cati km are maratonul,other
mohamed salah cate goluri are in Bundesliga 2022-2023,player_goals
goluri Andrei Ivan 2021-2022,player_goals
cate puncte sunt intre Liverpool si lider in Premier League 2024-2025,points_gap_to_leader
cum gatesc paste,other
cate goluri are kevin de bruyne,player_goals
goluri Mohamed Salah 2025-2026,player_goals
cati km are maratonul,other
cate goluri are neymar in 2023-2024,player_goals
deschide youtube,other
cate goluri are Bukayo Saka in 2017-2018,player_goals
cate goluri a marcat darius olaru in La Liga 2019-2020,player_goals
spune-mi o gluma,other
arata-mi programul de azi,other
creeaza un reminder maine,other
deschide youtube,other
cum gatesc paste,other
goluri florian wirtz 2021-2022,player_goals
fa-mi un ceai,other
diferenta de puncte Paris Saint-Germain lider prmier league 2022-2023,points_gap_to_leader
goluri Darius Olaru 2020-2021,player_goals
spune-mi o gluma,other
cat e gapul de puncte pentru cfr clj in Premier League 2021-2022,points_gap_to_leader
puncte pana la lider pentru FC Barcelona in srie a 2022-2023,points_gap_to_leader
ce ora este,other
cate goluri are mohamed salah,player_goals
cate goluri are vnicius junior in 2020-2021,player_goals
goluri marcate de Lka Modric in UEFA Champions League 2023-2024,player_goals
puncte pana la lider pentru dnamo bucuresti in lga 1 2021-2022,points_gap_to_leader
care e vremea azi,other
CFR Cluj cate puncte fata de lider in UEFA Champions League 2018-2019,points_gap_to_leader
cristiano ronaldo cate goluri are in Serie A 2024-2025,player_goals
puncte pana la lider pentru nter milano in serie a 2021-2022,points_gap_to_leader
puncte pana la lider pentru Cluj in Liga 1 2023-2024,points_gap_to_leader
cate goluri a marcat cristiano ronaldo in Serie A 2016-2017,player_goals
diferenta de puncte rpid bucuresti lider Prmier League 2022-2023,points_gap_to_leader
neymar cate goluri are in Bundesliga 2017-2018,player_goals
cate goluri are ndrei Ivan,player_goals
creaza un reminder maine,other
goluri Florinel Coman 2025-2026,player_goals
puncte pana la lider pentru Petrolul Ploiesti in uefa champions league 2026-2027,points_gap_to_leader
FCSB cate puncte fata de lider in serie a 2018-2019,points_gap_to_leader
cate goluri are Florian Wirtz,player_goals
goluri Ciprian Deac in ultimele 5 meciuri,player_goals
ce ora este,other
cat e gapul de puncte pentru rapid bucuresti in Serie A 2020-2021,points_gap_to_leader
deschide youtube,other
diferenta de puncte Real Madrid lider la liga 2022-2023,points_gap_to_leader
cat e gapul de puncte pentru Lverpool in la liga 2023-2024,points_gap_to_leader
UTA Arad cate puncte fata de lider in ligue 1 2021-2022,points_gap_to_leader
goluri Kevin De Bruyne 2016-2017,player_goals
deschide youtube,other
niversitatea Craiova cate puncte fata de lider in premier league 2020-2021,points_gap_to_leader
cate goluri a marcat Kylian Mbappe in uefa champions league 2021-2022,player_goals
goluri rodrygo 2025-2026,player_goals
spune-mi o gluma,other
cate goluri a marcat Florinel Coman in Bundesliga 2018-2019,player_goals
care e vremea azi,other
cati km are maratonul,other
Farul Constanta cate puncte fata de lider in Premier League 2021-2022,points_gap_to_leader
goluri Radu Dragusin in ultimele 5 meciuri,player_goals
diferenta de puncte Universitatea Craiova lider Bundesliga 2017-2018,points_gap_to_leader
Mohamed Salah cate goluri are in Bundesliga 2026-2027,player_goals
cate goluri are jude bellingham,player_goals
goluri Mohamed Salah in ultimele 10 meciuri,player_goals
cate goluri are crstiano ronaldo,player_goals
Petrolul Ploiesti cate puncte fata de lider in Serie A 2019-2020,points_gap_to_leader
puncte pana la lider pentru Lverpool in Serie A 2018-2019,points_gap_to_leader
farul constanta cate puncte fata de lider in uefa champions league 2020-2021,points_gap_to_leader
goluri Vnicius Junior in ultimele 10 meciuri,player_goals
arata-mi programul de azi,other
Florinel Coman cate goluri are in UEFA Champions League 2022-2023,player_goals
cat e gapul de puncte pentru Spsi OSK in La Liga 2017-2018,points_gap_to_leader
cat e gapul de puncte pentru juventus in premier league 2018-2019,points_gap_to_leader
cat e gapul de puncte pentru Bayern Munchen in Premier League 2018-2019,points_gap_to_leader
puncte pana la lider pentru U Cluj in UEFA Champions League 2025-2026,points_gap_to_leader
dschide youtube,other
goluri karim benzema in ultimele 5 meciuri,player_goals
cate puncte sunt intre Rapid Bucuresti si lider in Bundesliga 2016-2017,points_gap_to_leader
cate goluri a marcat Rafael Leao in premier league 2019-2020,player_goals
care e vremea azi,other
cate puncte sunt intre Arsenal si lider in bundesliga 2020-2021,points_gap_to_leader
cate goluri are Nicolae Stanciu,player_goals
cate goluri a marcat karim benzema in La Liga 2019-2020,player_goals
cate puncte sunt intre uta arad si lider in Premier League 2018-2019,points_gap_to_leader
Rapid Bucuresti cate puncte fata de lider in uefa champions league 2024-2025,points_gap_to_leader
cati km are maratonul,other
goluri Mario Camora 2026-2027,player_goals
cate goluri are Robert Lewandowski in 2022-2023,player_goals
puncte pana la lider pentru Liverpool in Premier League 2022-2023,points_gap_to_leader
goluri Vinicius Junior in ultimele 10 meciuri,player_goals
cate puncte sunt intre Real Madrid si lider in Ligue 1 2025-2026,points_gap_to_leader
porneste muzica,other
cate puncte sunt intre juventus si lider in Liga 1 2022-2023,points_gap_to_leader
diferenta de puncte Byern Munchen lider La Liga 2016-2017,points_gap_to_leader
octavian popescu cate goluri are in Lga 1 2019-2020,player_goals
u cluj cate puncte fata de lider in liga 1 2025-2026,points_gap_to_leader
Darius Olaru cate goluri are in efa champions league 2023-2024,player_goals
Cristiano Ronaldo cate goluri are in prmier league 2025-2026,player_goals
cate puncte sunt intre CFR Cluj si lider in Serie A 2020-2021,points_gap_to_leader
puncte pana la lider pentru mnchester city in UEFA Champions League 2025-2026,points_gap_to_leader
Farul Constanta cate puncte fata de lider in uefa champions league 2021-2022,points_gap_to_leader
cate goluri are Octavian Popescu in 2021-2022,player_goals
cate goluri are Jude Bellingham in 2020-2021,player_goals
cati km are maratonul,other
cate puncte sunt intre Juventus si lider in Bundesliga 2020-2021,points_gap_to_leader
pretul la btc,other
diferenta de puncte Petrolul Ploiesti lider UEFA Champions League 2017-2018,points_gap_to_leader
cate goluri are Erling Haaland,player_goals
puncte pana la lider pentru Farul Constanta in srie a 2023-2024,points_gap_to_leader
puncte pana la lider pentru Rapid Bucuresti in Liga 1 2019-2020,points_gap_to_leader
diferenta de puncte liverpool lider UEFA Champions League 2018-2019,points_gap_to_leader
spune-mi o gluma,other
